gender,TenureGroup,MCGroup,TCGroup,Churned
Male,0,5,0,1
Female,0,5,0,0
Female,0,5,0,0
Male,0,5,0,1
Male,0,5,0,0
Male,0,5,0,0
Female,0,5,0,0
Male,0,5,0,0
Female,0,5,0,0
Female,0,5,0,0
Female,0,5,0,1
Male,0,5,0,0
Female,0,5,0,0
Male,0,5,0,0
Female,0,5,0,1
Female,0,5,0,1
Male,0,5,0,1
Male,0,5,0,1
Female,0,5,0,1
Male,0,5,0,1
Male,0,5,0,1
Male,0,5,0,1
Male,0,5,0,1
Male,0,5,0,0
Female,0,5,0,1
Female,0,5,0,1
Female,0,5,0,1
Male,0,5,0,0
Female,0,5,0,1
Male,0,5,0,1
Male,0,5,0,1
Male,0,5,0,1
Female,0,5,0,1
Female,0,5,0,1
Male,0,5,0,1
Female,0,5,0,1
Male,0,5,0,1
Female,0,5,0,1
Female,0,5,0,1
Female,0,5,0,1
Female,0,5,0,1
Male,0,5,0,1
Male,0,5,0,1
Male,0,5,0,1
Male,0,5,0,0
Female,0,5,0,1
Female,0,5,0,1
Male,0,5,0,1
Male,0,5,0,1
Male,0,5,0,0
Male,0,5,0,1
Male,0,5,0,1
Male,0,5,0,1
Male,0,5,0,1
Female,0,5,0,1
Male,0,5,0,1
Female,0,5,0,1
Female,0,5,0,1
Female,0,5,0,1
Female,0,5,0,1
Male,0,5,0,1
Female,0,5,0,1
Female,0,5,0,1
Male,0,5,0,1
Female,0,5,0,0
Female,0,5,0,0
Female,0,5,0,0
Male,0,5,0,0
Male,0,5,0,0
Male,0,5,0,0
Male,0,5,0,0
Male,0,5,0,0
Female,0,5,0,1
Female,0,5,0,0
Male,0,5,0,0
Female,0,5,0,0
Male,0,5,0,1
Male,0,5,0,1
Male,0,5,0,0
Male,0,5,0,0
Male,0,5,0,0
Female,0,5,0,1
Female,0,5,0,1
Male,0,5,0,0
Female,0,5,0,0
Female,0,5,0,0
Male,0,5,0,0
Female,0,5,0,0
Female,0,5,0,0
Female,0,5,0,0
Male,0,5,0,0
Male,0,5,0,0
Male,0,5,0,0
Female,0,5,0,0
Female,0,5,0,0
Male,0,5,0,0
Female,0,5,0,0
Female,0,5,0,0
Male,0,5,0,0
Male,0,5,0,0
Male,0,5,0,0
Male,0,5,0,0
Female,0,5,0,1
Male,0,5,0,0
Male,0,5,0,0
Female,0,5,0,1
Male,0,5,0,0
Female,0,5,0,0
Male,0,5,0,0
Female,0,5,0,0
Male,0,5,0,0
Male,0,5,0,0
Male,0,5,0,0
Female,0,5,0,0
Male,0,5,0,0
Female,0,5,0,0
Male,0,5,0,0
Male,0,5,0,0
Male,0,5,0,1
Female,0,5,0,0
Female,0,5,0,0
Male,0,5,0,0
Female,0,5,0,1
Female,0,5,0,0
Female,0,5,0,0
Male,0,6,0,1
Male,0,6,0,0
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,0
Female,0,6,0,0
Male,0,6,0,1
Male,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Female,0,6,0,1
Female,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,0
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,0
Male,0,6,0,0
Female,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Male,0,6,0,0
Female,0,6,0,0
Female,0,6,0,1
Female,0,6,0,0
Female,0,6,0,0
Male,0,6,0,0
Male,0,6,0,0
Female,0,6,0,1
Male,0,6,0,0
Female,0,6,0,1
Female,0,6,0,0
Female,0,6,0,1
Female,0,6,0,0
Male,0,6,0,0
Female,0,6,0,0
Female,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,0
Female,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Female,0,6,0,0
Male,0,6,0,1
Male,0,6,0,0
Female,0,6,0,0
Female,0,6,0,1
Female,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,0
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,0
Male,0,6,0,0
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,0
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,0
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,0
Male,0,6,0,0
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Female,0,6,0,1
Female,0,6,0,0
Male,0,6,0,0
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,0
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Female,0,6,0,0
Male,0,6,0,0
Male,0,6,0,0
Male,0,6,0,1
Female,0,6,0,0
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Male,0,6,0,0
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,0
Male,0,6,0,0
Female,0,6,0,0
Male,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,0
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Female,0,6,0,0
Female,0,6,0,0
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,0
Female,0,6,0,0
Male,0,6,0,0
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,0
Female,0,6,0,0
Male,0,6,0,0
Male,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Male,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,0
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,0
Female,0,6,0,0
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,0
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,0
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Male,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Female,0,6,0,0
Male,0,6,0,0
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,0
Male,0,6,0,0
Female,0,6,0,1
Female,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,1
Female,0,6,0,0
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,0
Female,0,6,0,1
Male,0,6,0,0
Male,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Female,0,6,0,0
Male,0,6,0,0
Female,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Female,0,6,0,0
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Female,0,6,0,1
Female,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Female,0,6,0,0
Female,0,6,0,0
Male,0,6,0,1
Female,0,6,0,0
Female,0,6,0,0
Male,0,6,0,0
Male,0,6,0,0
Male,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Female,0,6,0,0
Female,0,6,0,1
Male,0,6,0,0
Female,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Female,0,6,0,0
Female,0,6,0,0
Female,0,6,0,0
Male,0,6,0,1
Female,0,6,0,0
Male,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Female,0,6,0,0
Female,0,6,0,0
Female,0,6,0,0
Female,0,6,0,0
Female,0,6,0,0
Female,0,6,0,0
Female,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Female,0,6,0,0
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Male,0,6,0,0
Female,0,6,0,0
Male,0,6,0,1
Female,0,6,0,0
Female,0,6,0,0
Female,0,6,0,1
Female,0,6,0,1
Female,0,6,0,0
Female,0,6,0,0
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,0
Female,0,6,0,0
Male,0,6,0,0
Male,0,6,0,1
Male,0,6,0,0
Male,0,6,0,0
Male,0,6,0,1
Male,0,6,0,1
Female,0,6,0,0
Female,0,6,0,0
Female,0,6,0,0
Female,0,6,0,0
Female,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Male,0,6,0,0
Female,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,1
Male,0,6,0,0
Female,0,6,0,0
Male,0,6,0,0
Male,0,6,0,0
Male,0,6,0,0
Female,0,6,0,0
Male,0,6,0,1
Female,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Male,0,6,0,1
Female,0,6,0,1
Male,0,6,0,0
Male,0,6,0,0
Male,0,6,0,0
Male,0,6,0,1
Male,0,6,0,0
Male,0,6,0,0
Male,0,6,0,0
Male,0,6,0,0
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Male,0,7,0,0
Male,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Male,0,7,0,0
Male,0,7,0,1
Male,0,7,0,1
Female,0,7,0,0
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,0
Female,0,7,0,0
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,0
Male,0,7,0,1
Female,0,7,0,0
Male,0,7,0,1
Female,0,7,0,0
Female,0,7,0,1
Male,0,7,0,0
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Male,0,7,0,0
Male,0,7,0,1
Female,0,7,0,0
Female,0,7,0,0
Female,0,7,0,1
Female,0,7,0,0
Male,0,7,0,1
Male,0,7,0,0
Male,0,7,0,0
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,0
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,0
Female,0,7,0,0
Male,0,7,0,1
Female,0,7,0,0
Female,0,7,0,0
Male,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,0
Male,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,0
Female,0,7,0,0
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,0
Male,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Male,0,7,0,0
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,0
Male,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Male,0,7,0,0
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,0
Male,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,0
Female,0,7,0,0
Female,0,7,0,0
Female,0,7,0,0
Female,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Female,0,7,0,0
Female,0,7,0,0
Male,0,7,0,1
Female,0,7,0,1
Female,0,7,0,0
Female,0,7,0,1
Male,0,7,0,0
Male,0,7,0,1
Male,0,7,0,0
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Male,0,7,0,0
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,0
Male,0,7,0,1
Female,0,7,0,0
Male,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Female,0,7,0,0
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Female,0,7,0,0
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Male,0,7,0,0
Male,0,7,0,1
Male,0,7,0,0
Male,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,0
Female,0,7,0,1
Female,0,7,0,0
Female,0,7,0,1
Female,0,7,0,0
Male,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,0
Male,0,7,0,1
Male,0,7,0,0
Male,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Female,0,7,0,0
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,0
Male,0,7,0,1
Male,0,7,0,0
Female,0,7,0,0
Male,0,7,0,0
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,0
Male,0,7,0,1
Female,0,7,0,0
Female,0,7,0,1
Female,0,7,0,0
Female,0,7,0,0
Female,0,7,0,0
Male,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,0
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Male,0,7,0,0
Female,0,7,0,1
Female,0,7,0,0
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Male,0,7,0,0
Male,0,7,0,1
Female,0,7,0,0
Male,0,7,0,1
Male,0,7,0,0
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,0
Male,0,7,0,0
Male,0,7,0,1
Male,0,7,0,0
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,0
Male,0,7,0,1
Male,0,7,0,1
Male,0,7,0,0
Male,0,7,0,1
Male,0,7,0,0
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,1
Female,0,7,0,0
Male,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Male,0,7,0,1
Female,0,7,0,0
Female,0,7,0,0
Female,0,7,0,1
Male,0,7,0,1
Female,0,7,0,1
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Male,0,8,0,0
Male,0,8,0,1
Female,0,8,0,1
Female,0,8,0,0
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,0
Male,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,0
Female,0,8,0,1
Female,0,8,0,1
Female,0,8,0,0
Male,0,8,0,1
Male,0,8,0,0
Male,0,8,0,1
Female,0,8,0,0
Female,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,0
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,0
Male,0,8,0,1
Male,0,8,0,0
Female,0,8,0,1
Male,0,8,0,1
Female,0,8,0,0
Male,0,8,0,0
Female,0,8,0,1
Male,0,8,0,0
Male,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Female,0,8,0,0
Female,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,0
Male,0,8,0,1
Male,0,8,0,0
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,0
Male,0,8,0,0
Female,0,8,0,0
Female,0,8,0,1
Male,0,8,0,0
Male,0,8,0,0
Male,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Male,0,8,0,0
Male,0,8,0,0
Female,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Female,0,8,0,0
Female,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Male,0,8,0,0
Male,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,0
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,0
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Female,0,8,0,0
Male,0,8,0,0
Male,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,0
Female,0,8,0,0
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,0
Female,0,8,0,1
Male,0,8,0,0
Male,0,8,0,0
Male,0,8,0,1
Female,0,8,0,0
Female,0,8,0,0
Male,0,8,0,0
Female,0,8,0,1
Male,0,8,0,1
Female,0,8,0,0
Male,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Female,0,8,0,0
Male,0,8,0,0
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,0
Male,0,8,0,0
Female,0,8,0,1
Female,0,8,0,0
Female,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Female,0,8,0,1
Male,0,8,0,1
Male,0,8,0,1
Female,0,8,0,1
Male,0,8,0,0
Male,0,8,0,1
Female,0,8,0,1
Female,0,8,0,0
Female,0,8,0,1
Male,0,8,0,1
Female,0,8,0,0
Female,0,8,0,1
Male,0,6,1,0
Female,0,6,1,1
Female,0,6,1,1
Male,0,6,1,0
Female,0,6,1,1
Female,0,6,1,0
Female,0,6,1,0
Male,0,6,1,0
Female,0,6,1,0
Male,0,6,1,0
Female,0,6,1,0
Male,0,6,1,0
Female,0,6,1,1
Male,0,6,1,1
Male,0,7,1,0
Female,0,7,1,0
Female,0,7,1,1
Female,0,7,1,0
Male,0,7,1,1
Male,0,7,1,1
Female,0,7,1,0
Female,0,7,1,0
Female,0,7,1,1
Female,0,7,1,1
Female,0,7,1,1
Female,0,7,1,1
Female,0,7,1,1
Female,0,7,1,0
Female,0,7,1,1
Female,0,7,1,1
Male,0,7,1,1
Male,0,7,1,0
Female,0,7,1,1
Male,0,7,1,1
Male,0,7,1,0
Female,0,7,1,0
Female,0,7,1,0
Female,0,7,1,0
Female,0,7,1,1
Female,0,7,1,0
Male,0,7,1,1
Female,0,7,1,0
Male,0,7,1,1
Female,0,7,1,0
Female,0,7,1,0
Female,0,7,1,1
Female,0,7,1,0
Male,0,7,1,1
Female,0,7,1,1
Male,0,7,1,1
Female,0,7,1,0
Male,0,7,1,1
Female,0,7,1,1
Female,0,8,1,1
Female,0,8,1,0
Male,0,8,1,1
Female,0,8,1,1
Male,0,8,1,1
Female,0,8,1,1
Female,0,8,1,1
Male,0,8,1,1
Female,0,8,1,1
Male,0,8,1,1
Female,0,8,1,1
Female,0,8,1,1
Female,0,8,1,1
Male,0,8,1,1
Male,0,8,1,1
Female,0,8,1,1
Female,0,8,1,0
Male,0,8,1,0
Female,0,8,1,1
Female,0,8,1,1
Male,0,8,1,1
Male,0,8,1,0
Male,0,8,1,1
Male,0,8,1,0
Female,0,8,1,1
Male,0,8,1,0
Male,0,8,1,1
Female,0,8,1,1
Female,0,8,1,1
Female,0,8,1,1
Female,0,8,1,0
Male,0,8,1,1
Male,0,8,1,1
Male,0,8,1,1
Female,0,8,1,1
Male,0,8,1,1
Male,0,8,1,1
Male,0,8,1,0
Female,0,8,1,1
Male,0,8,1,1
Female,0,8,1,1
Female,0,8,1,1
Female,0,8,1,1
Male,0,8,1,0
Male,0,8,1,0
Female,0,8,1,1
Male,0,8,1,0
Female,0,8,1,1
Female,0,8,1,1
Female,0,8,1,1
Female,0,8,1,1
Male,0,8,1,1
Female,0,8,1,1
Female,0,8,1,1
Female,0,8,1,1
Male,0,8,1,0
Male,0,8,1,1
Male,0,8,1,1
Male,0,8,1,1
Male,0,8,1,1
Female,0,8,1,1
Male,0,8,1,0
Male,0,8,1,0
Female,0,8,1,1
Male,0,8,1,1
Male,0,8,1,1
Female,0,8,1,0
Female,0,8,2,1
Male,1,0,0,0
Male,1,0,0,0
Female,1,0,0,0
Male,1,0,0,0
Male,1,0,0,0
Male,1,0,0,1
Female,1,0,0,1
Female,1,0,0,0
Male,1,0,0,0
Female,1,0,0,0
Female,1,0,0,1
Female,1,0,0,0
Female,1,0,0,0
Female,1,0,0,0
Male,1,0,0,0
Female,1,0,0,0
Female,1,0,0,0
Male,1,0,0,0
Male,1,0,0,0
Female,1,0,0,0
Female,1,0,0,0
Female,1,0,0,0
Female,1,0,0,0
Female,1,0,0,0
Male,1,0,0,0
Male,1,0,0,0
Male,1,0,0,0
Male,1,0,0,0
Male,1,0,0,0
Female,1,0,0,0
Female,1,0,0,0
Male,1,0,0,0
Male,1,0,0,0
Female,1,0,0,0
Male,1,0,0,0
Female,1,0,0,0
Male,1,0,0,0
Male,1,0,0,0
Female,1,0,0,0
Male,1,0,0,0
Male,1,0,0,0
Female,1,0,0,0
Male,1,0,0,0
Female,1,0,0,0
Male,1,0,0,0
Male,1,0,0,0
Male,1,0,0,0
Male,1,0,0,0
Female,1,0,0,0
Male,1,0,0,0
Female,1,1,0,0
Male,1,1,0,0
Female,1,1,0,0
Male,1,1,0,0
Female,1,1,0,0
Male,1,1,0,0
Female,1,1,0,0
Male,1,1,0,0
Male,1,1,0,1
Male,1,1,0,0
Male,1,1,0,0
Male,1,1,0,0
Male,1,1,0,1
Female,1,1,0,0
Female,1,1,0,0
Male,1,1,0,0
Male,1,1,0,0
Female,1,1,0,0
Male,1,1,0,1
Male,1,1,0,0
Male,1,1,0,0
Male,1,1,0,1
Male,1,1,0,1
Male,1,1,0,0
Male,1,1,0,0
Female,1,1,0,0
Male,1,1,0,0
Male,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Male,1,1,0,0
Male,1,1,0,1
Male,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Male,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Male,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Male,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Male,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Male,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Male,1,1,0,0
Male,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Female,1,1,0,0
Male,1,1,0,0
Female,1,1,0,0
Female,1,2,0,0
Female,1,2,0,1
Male,1,2,0,0
Male,1,2,0,1
Male,1,2,0,0
Male,1,2,0,0
Female,1,2,0,0
Female,1,2,0,0
Female,1,2,0,0
Female,1,2,0,0
Male,1,2,0,1
Male,1,2,0,1
Male,1,2,0,0
Female,1,2,0,1
Male,1,2,0,0
Male,1,2,0,0
Male,1,3,0,0
Female,1,3,0,0
Female,1,3,0,1
Male,1,3,0,0
Male,1,3,0,0
Female,1,3,0,0
Male,1,3,0,0
Female,1,3,0,1
Female,1,3,0,0
Female,1,3,0,0
Female,1,3,0,1
Male,1,3,0,0
Female,1,3,0,1
Male,1,3,0,0
Female,1,3,0,1
Male,1,3,0,0
Male,1,3,0,0
Male,1,3,0,1
Female,1,3,0,0
Male,1,3,0,0
Female,1,3,0,0
Male,1,3,0,0
Female,1,3,0,0
Female,1,3,0,1
Male,1,3,0,0
Male,1,3,0,0
Female,1,3,0,0
Female,1,4,0,0
Female,1,4,0,0
Female,1,4,0,1
Female,1,4,0,0
Male,1,4,0,1
Male,1,4,0,1
Female,1,4,0,0
Female,1,4,0,0
Female,1,4,0,1
Male,1,4,0,0
Male,1,4,0,0
Female,1,4,0,1
Female,1,4,0,0
Female,1,4,0,0
Female,1,4,0,1
Female,1,4,0,1
Male,1,4,0,0
Male,1,4,0,0
Male,1,4,0,0
Female,1,4,0,0
Male,1,4,0,0
